"","Marca Confiable","Marca innovadora","Marca que endulza mejor","Marca con amplia trayectoria","Marca Experta","Es la marca que me ofrece mejor relación costo /beneficio","Marca Cercana","Es la Marca líder en el mercado","Marca Lejana","Marca Nueva","Es una marca reconocida","Es una marca de excelente calidad /pureza","Es una marca saludable","Es una marca que no se encuentra fácil en supermercados","Es sostenible con el medio ambiente","Es la más dulce","Es una marca costosa","Es la marca más procesada","Es la más natural","Es una marca económica","Es orgánica","Se disuelve fácil","Es una marca con producto de fácil disolución","Es la marca que no modifica el sabor de las comidas","Es la marca que no modifica el color de las comidas"
"366","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"367","Riopaila",NA,NA,"Riopaila",NA,NA,NA,NA,NA,NA,"Riopaila",NA,NA,NA,"Riopaila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Incauca","Incauca","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Riopaila","Providencia","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"369","Providencia","Providencia","Providencia","Incauca","Providencia","Manuelita","Providencia","Incauca","Riopaila","Riopaila","Incauca","Providencia","Providencia","Providencia","Providencia","Incauca","Incauca","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","Providencia","Manuelita","Incauca","Incauca","Manuelita","Incauca","Incauca","Riopaila","Manuelita","Riopaila","Providencia","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Incauca","Incauca","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Incauca"
"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Providencia","Providencia","Providencia","Manuelita","Providencia","Providencia","Manuelita","Riopaila","Manuelita","Manuelita","Incauca","Manuelita","Manuelita"
"376","Incauca","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Riopaila","Riopaila"
"377","Providencia","Providencia","Providencia","Incauca","Incauca","Providencia","Providencia","Incauca","Riopaila",NA,"Incauca","Providencia","Providencia","Providencia","Providencia","Providencia","Manuelita","Manuelita","Providencia","Riopaila","Providencia","Providencia","Providencia","Providencia","Incauca"
"378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Providencia","Manuelita","Providencia","Incauca","Incauca","Providencia","Providencia","Manuelita","Riopaila","Providencia","Incauca","Providencia","Providencia","Incauca","Providencia","Providencia","Manuelita","Incauca","Providencia","Riopaila","Providencia","Providencia","Providencia","Providencia","Riopaila"
"380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Providencia","Manuelita","Incauca","Riopaila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Providencia","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"384","Providencia","Incauca","Manuelita","Incauca","Manuelita","Incauca","Riopaila","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Riopaila","Incauca","Riopaila","Manuelita","Riopaila","Incauca","Manuelita","Incauca","Incauca","Incauca","Riopaila","Incauca","Manuelita"
"385","Providencia","Providencia","Providencia","Manuelita","Manuelita","Riopaila","Providencia","Manuelita","Incauca","Providencia","Manuelita","Riopaila","Riopaila","Providencia","Providencia","Riopaila","Providencia","Incauca","Providencia","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia"
"386","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Providencia","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Providencia","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila"
"387","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Incauca","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"388","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"389","Manuelita","Incauca",NA,"Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Providencia","Providencia","Incauca","Manuelita","Incauca","Providencia","Incauca","Incauca","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Incauca"
"390","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Providencia","Providencia","Incauca","Incauca","Incauca","Providencia","Incauca","Incauca","Riopaila","Manuelita","Incauca","Incauca","Providencia","Incauca","Incauca","Incauca","Incauca"
"391","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Providencia","Manuelita","Manuelita","Providencia","Riopaila","Providencia","Manuelita","Incauca","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia","Manuelita","Providencia"
"392","Incauca","Manuelita","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca",NA,"Providencia","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Riopaila","Incauca","Providencia","Incauca","Manuelita","Providencia","Manuelita","Manuelita"
"393","Incauca","Manuelita","Incauca","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Riopaila","Providencia","Manuelita",NA,"Incauca","Providencia","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Manuelita","Providencia","Incauca","Riopaila","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Providencia","Manuelita","Riopaila","Providencia","Providencia","Providencia","Manuelita","Providencia","Incauca","Providencia","Manuelita","Providencia","Incauca","Riopaila","Manuelita","Manuelita"
"396","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Manuelita","Providencia","Manuelita","Manuelita"
"397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"400","Incauca","Manuelita","Incauca","Incauca","Incauca","Manuelita","Incauca","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Manuelita","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Riopaila","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"403","Incauca","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Manuelita","Incauca","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"404","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Manuelita","Providencia","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia"
"405","Manuelita","Riopaila","Manuelita","Manuelita","Riopaila","Manuelita","Incauca","Manuelita","Providencia","Providencia","Manuelita","Riopaila","Manuelita","Providencia","Riopaila","Manuelita","Riopaila","Riopaila","Manuelita","Incauca","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita"
"406","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Providencia","Providencia","Manuelita","Incauca","Riopaila","Incauca","Providencia","Providencia","Providencia","Providencia","Incauca","Manuelita","Providencia","Incauca","Riopaila","Providencia","Manuelita"
"407","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Riopaila","Incauca","Incauca","Incauca","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"408","Incauca",NA,"Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Riopaila","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca"
"409","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Providencia","Providencia","Incauca","Incauca","Incauca","Providencia","Incauca","Incauca","Manuelita","Manuelita","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"410","Manuelita","Incauca","Incauca","Manuelita","Incauca","Manuelita","Manuelita","Incauca","Providencia","Providencia","Manuelita","Incauca","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Providencia","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Providencia","Manuelita"
"411","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Riopaila","Incauca","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia"
"412","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Riopaila","Incauca","Manuelita","Manuelita","Manuelita","Riopaila","Providencia","Manuelita","Providencia","Incauca","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Riopaila","Riopaila"
"413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"415","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"416","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Manuelita","Incauca","Incauca","Incauca","Providencia","Incauca","Riopaila","Providencia","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"419","Incauca",NA,"Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Incauca"
"420","Providencia","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Providencia","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Providencia","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Providencia","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Providencia"
"421","Manuelita","Incauca","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Riopaila","Providencia","Manuelita","Manuelita","Incauca","Providencia","Incauca","Riopaila","Manuelita","Manuelita","Incauca","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca"
"422","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Incauca","Manuelita","Providencia","Providencia","Providencia","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia"
"423","Manuelita","Providencia","Manuelita","Incauca","Incauca","Riopaila","Incauca","Manuelita","Incauca","Providencia","Manuelita","Manuelita","Providencia","Providencia","Providencia","Manuelita","Manuelita","Riopaila","Providencia","Riopaila","Providencia","Manuelita","Manuelita","Incauca","Incauca"
"424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Providencia","Incauca","Manuelita","Riopaila","Incauca","Providencia","Manuelita","Incauca","Riopaila","Riopaila","Incauca","Manuelita","Providencia","Manuelita","Incauca","Manuelita","Providencia","Manuelita","Incauca","Riopaila","Manuelita","Providencia","Manuelita","Incauca","Manuelita"
"426","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Incauca","Riopaila","Riopaila","Riopaila","Incauca","Riopaila","Riopaila","Providencia","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Incauca","Incauca"
"427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"429","Manuelita","Incauca","Incauca","Incauca","Riopaila","Providencia","Incauca","Manuelita","Providencia","Providencia","Incauca","Manuelita","Incauca","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Riopaila","Providencia","Incauca","Incauca","Manuelita","Manuelita","Incauca"
"430","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Providencia","Incauca","Providencia","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita"
"431","Manuelita","Incauca","Riopaila","Providencia","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Providencia",NA,"Providencia","Incauca","Incauca","Incauca","Providencia","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"432","Riopaila","Manuelita","Riopaila","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Riopaila","Providencia","Riopaila","Riopaila","Incauca","Providencia","Riopaila","Riopaila","Manuelita","Manuelita","Riopaila","Riopaila","Riopaila"
"433","Manuelita","Riopaila","Manuelita","Manuelita","Incauca","Incauca","Providencia","Manuelita","Incauca","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Incauca","Incauca","Providencia","Incauca","Incauca","Incauca","Manuelita","Incauca","Riopaila","Manuelita"
"434","Riopaila","Incauca","Riopaila","Riopaila","Incauca","Incauca","Riopaila","Incauca","Riopaila","Riopaila","Incauca","Incauca","Riopaila","Incauca","Riopaila","Riopaila","Riopaila","Incauca","Incauca","Riopaila","Incauca","Incauca","Riopaila","Incauca","Incauca"
"435","Riopaila",NA,"Manuelita","Incauca","Manuelita","Riopaila","Manuelita","Riopaila","Providencia","Providencia","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Incauca","Incauca","Riopaila","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Manuelita"
"436","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"437","Providencia","Incauca",NA,"Manuelita","Incauca","Providencia","Providencia","Incauca","Incauca","Riopaila","Incauca","Providencia","Providencia","Incauca","Manuelita","Incauca","Incauca","Incauca","Providencia","Providencia","Incauca","Providencia","Providencia","Manuelita","Providencia"
"438","Manuelita",NA,"Manuelita","Manuelita","Manuelita",NA,NA,"Manuelita","Manuelita",NA,"Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Riopaila","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Incauca","Manuelita","Manuelita","Manuelita","Manuelita"
"441","Riopaila","Manuelita","Riopaila","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Riopaila","Providencia","Riopaila","Manuelita","Manuelita","Manuelita","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Manuelita"
"442","Manuelita","Incauca","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Incauca","Manuelita","Incauca","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Incauca"
"443","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Providencia","Incauca","Incauca","Manuelita","Providencia","Manuelita","Incauca","Manuelita","Manuelita","Incauca","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca"
"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Manuelita","Incauca",NA,"Providencia",NA,"Riopaila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Manuelita","Incauca","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"449","Providencia","Providencia","Providencia","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Riopaila","Providencia","Manuelita","Providencia","Providencia","Riopaila","Providencia","Manuelita","Riopaila","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"450","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Manuelita","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Incauca","Manuelita","Providencia","Manuelita","Incauca","Riopaila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Riopaila","Incauca","Riopaila","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Incauca","Riopaila","Manuelita","Riopaila","Riopaila","Incauca","Riopaila","Riopaila","Incauca","Incauca","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila"
"453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Providencia","Providencia","Providencia","Incauca","Incauca","Providencia","Providencia","Incauca","Riopaila","Providencia","Incauca","Providencia","Providencia","Incauca","Providencia","Incauca","Incauca","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"455","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Incauca","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"458","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Incauca","Manuelita","Manuelita","Providencia","Manuelita","Incauca","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca"
"459","Riopaila","Providencia","Riopaila","Manuelita","Manuelita","Riopaila","Incauca","Manuelita","Riopaila","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Riopaila","Incauca","Manuelita","Manuelita","Manuelita","Manuelita"
"460","Manuelita",NA,"Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"461","Incauca","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Riopaila","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Riopaila","Manuelita","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"462","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"463","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Providencia","Riopaila","Providencia","Manuelita","Manuelita","Manuelita","Manuelita"
"464","Manuelita","Riopaila","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Incauca","Providencia","Providencia","Incauca","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"465","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Incauca"
"466","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Incauca","Incauca","Riopaila","Manuelita","Manuelita","Riopaila","Riopaila","Riopaila","Riopaila","Manuelita","Incauca","Providencia","Manuelita"
"467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Providencia","Incauca","Incauca","Providencia","Manuelita","Manuelita",NA,"Incauca",NA,"Manuelita","Manuelita","Manuelita","Providencia","Providencia","Providencia","Manuelita",NA,NA,"Incauca","Providencia","Incauca","Manuelita","Riopaila","Manuelita","Manuelita"
"469","Incauca","Providencia","Manuelita","Incauca","Incauca","Providencia","Manuelita","Incauca","Riopaila","Providencia","Manuelita","Incauca","Providencia","Riopaila","Riopaila","Incauca","Incauca","Incauca","Providencia","Riopaila","Providencia","Incauca","Incauca","Providencia","Providencia"
"470","Incauca","Riopaila","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Incauca","Incauca","Riopaila","Incauca","Riopaila","Incauca","Incauca","Riopaila","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Riopaila","Riopaila","Incauca","Incauca","Incauca"
"471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Manuelita","Providencia","Manuelita","Manuelita","Providencia","Manuelita","Providencia","Providencia","Manuelita","Incauca","Incauca","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Providencia","Manuelita"
